grid_square,latitude,longitude,population_per_hectare,bicycle_aadf,motor_vehicle_aadf,safe
"51.5315,-0.1415",51.5315,-0.1415,262.5,2264.2,32013.0,1
"51.586,-0.5305",51.586000000000006,-0.5305,3.6,45.0,11475.0,1
"51.6015,-0.133",51.6015,-0.133,34.2,124.2,14929.4,1
"51.4585,0.082",51.4585,0.08199999999999999,68.4,7.0,86687.4,1
"51.6865,0.166",51.6865,0.166,2.7,0.0,132333.80000000002,1
"51.5215,-0.531",51.5215,-0.531,30.6,54.8,4572.0,1
"51.571,-0.5325",51.571000000000005,-0.5325,7.6,45.0,11475.0,1
"51.36,-0.018",51.36,-0.018000000000000002,89.5,19.4,24415.2,1
"51.596,0.206",51.596000000000004,0.20600000000000002,18.1,146.6,19256.4,1
"51.637,0.036",51.637,0.036000000000000004,20.1,115.4,14647.4,1
"51.4225,-0.326",51.4225,-0.326,58.8,550.2,11094.2,1
"51.4445,-0.1585",51.4445,-0.1585,123.0,105.0,900.8,1
"51.305,0.2385",51.305,0.2385,2.0,0.0,48621.4,1
"51.3995,0.2785",51.3995,0.2785,20.6,3.0,580.4,1
"51.6085,0.2765",51.6085,0.2765,4.1,64.8,16001.199999999995,1
"51.5855,0.2605",51.5855,0.2605,4.1,0.0,124284.6,1
"51.2845,-0.2",51.2845,-0.2,11.2,43.4,36425.999999999985,1
"51.476,-0.3855",51.476000000000006,-0.3855,83.0,337.6,42028.8,1
"51.3915,-0.427",51.3915,-0.42700000000000005,70.5,238.0,14919.200000000004,1
"51.364,0.023",51.364,0.023,3.4,8.2,1046.8,1
"51.4725,-0.1755",51.4725,-0.1755,99.2,2879.4,39118.0,1
"51.5835,-0.2085",51.5835,-0.2085,57.2,35.8,73418.40000000001,1
"51.514,0.0805",51.513999999999996,0.0805,7.3,14.4,37786.0,1
"51.3425,-0.2235",51.3425,-0.2235,11.2,54.6,11898.4,1
"51.52,0.2035",51.52,0.2035,86.7,31.6,20922.2,1
"51.55,-0.355",51.55,-0.355,61.1,34.2,16176.8,1
"51.337,-0.4415",51.336999999999996,-0.4415,70.5,2.6,86170.79999999999,1
"51.613,-0.098",51.613,-0.098,66.3,63.8,64896.0,1
"51.6065,-0.5295",51.6065,-0.5295,3.6,0.0,148872.0,1
"51.641,-0.4185",51.641000000000005,-0.4185,39.6,74.8,13163.6,1
"51.646,0.1725",51.646,0.1725,2.7,0.0,132333.80000000002,1
"51.43,-0.4415",51.43,-0.4415,10.6,149.0,12376.6,1
"51.6165,-0.344",51.6165,-0.344,5.3,30.4,12059.8,1
"51.382,0.219",51.382,0.21899999999999997,51.8,28.8,808.4,1
"51.6785,-0.3075",51.6785,-0.3075,6.9,6.6,357.0,1
"51.4375,-0.0125",51.4375,-0.0125,58.1,426.0,28236.6,1
"51.5505,-0.034",51.5505,-0.034,16.1,0.6,87615.20000000001,1
"51.512,-0.326",51.512,-0.326,152.3,667.4,19760.2,1
"51.309,-0.488",51.309,-0.488,10.6,0.6,90095.6,1
"51.6445,-0.361",51.6445,-0.361,5.3,32.0,1042.2,1
"51.399,-0.518",51.398999999999994,-0.518,1.2,115.4,18574.8,1
"51.477,0.1635",51.477,0.1635,54.2,50.8,12135.8,1
"51.353,-0.3315",51.353,-0.3315,4.0,107.0,20768.6,1
"51.653,-0.33",51.653,-0.33,6.9,53.6,22624.6,1
"51.2795,-0.0995",51.2795,-0.0995,14.5,11.4,736.4,1
"51.46,-0.164",51.46,-0.16399999999999998,39.4,1339.4,16411.399999999998,1
"51.6995,-0.056",51.6995,-0.055999999999999994,56.6,8.0,15263.6,1
"51.4265,-0.081",51.4265,-0.081,38.6,465.8,17733.2,1
"51.569,-0.3275",51.568999999999996,-0.3275,49.6,21.4,16254.8,1
"51.34,-0.1585",51.34,-0.1585,3.7,17.6,21417.8,1
"51.601,-0.2795",51.601000000000006,-0.2795,105.3,179.8,22643.6,1
"51.616,0.208",51.61600000000001,0.20800000000000002,38.8,15.6,10551.0,1
"51.7085,-0.3585",51.7085,-0.3585,7.7,49.6,317.8,1
"51.2705,-0.038",51.2705,-0.038,34.6,12.2,20924.6,1
"51.4985,0.0755",51.4985,0.0755,107.6,7.4,342.00000000000006,1
"51.676,-0.079",51.676,-0.079,32.0,37.2,1012.6,1
"51.3965,0.19",51.3965,0.19,11.9,0.8,12842.8,1
"51.335,-0.002",51.335,-0.002,30.9,19.4,24415.2,1
"51.4595,-0.0265",51.4595,-0.0265,41.2,432.8,15958.399999999998,1
"51.268,-0.195",51.268,-0.195,10.9,43.4,36425.999999999985,1
"51.6475,0.1785",51.6475,0.1785,2.7,0.0,132333.80000000002,1
"51.418,-0.1075",51.418,-0.1075,30.6,93.4,16137.2,1
"51.511,-0.4065",51.511,-0.4065,23.9,131.6,59523.0,1
"51.3065,-0.191",51.3065,-0.191,62.4,51.6,3985.4,1
"51.53,0.218",51.53,0.218,5.6,31.6,20922.2,1
"51.6695,0.131",51.6695,0.131,64.2,0.0,82152.6,1
"51.5665,-0.451",51.5665,-0.451,31.8,123.8,17657.8,1
"51.3745,0.265",51.3745,0.265,34.4,0.0,57099.60000000001,1
"51.4425,0.018",51.4425,0.018000000000000002,58.1,141.6,46535.6,1
"51.4845,-0.0035",51.4845,-0.0035,97.9,572.6,23091.2,1
"51.606,0.0855",51.606,0.0855,52.3,53.6,18179.6,1
"51.58,0.244",51.58,0.244,23.2,12.0,4628.0,1
"51.5915,-0.1875",51.5915,-0.1875,56.3,120.0,16042.2,1
"51.5395,-0.5025",51.5395,-0.5025,30.6,0.0,189142.2,1
"51.7075,-0.168",51.7075,-0.168,3.5,51.0,14066.6,1
"51.702,-0.3705",51.702,-0.3705,7.7,49.6,317.8,1
"51.598,-0.4725",51.598,-0.4725,8.2,111.8,25136.2,1
"51.602,-0.19",51.602,-0.19,83.9,12.6,1784.0,1
"51.674,-0.3125",51.674,-0.3125,6.9,6.6,357.0,1
"51.6505,0.2685",51.6505,0.2685,44.1,26.4,1470.6,1
"51.5695,-0.187",51.5695,-0.187,29.4,587.6,15860.8,1
"51.2615,-0.411",51.2615,-0.41100000000000003,4.0,41.2,10791.0,1
"51.3945,0.16",51.3945,0.16,2.2,37.8,3653.6,1
"51.386,0.147",51.386,0.147,2.2,37.8,3653.6,1
"51.6845,-0.446",51.6845,-0.446,19.8,0.0,153018.19999999998,1
"51.551,-0.202",51.551,-0.20199999999999999,134.3,368.6,14704.2,1
"51.4815,-0.16",51.4815,-0.16,112.2,3866.0,32129.0,1
"51.5225,-0.4635",51.5225,-0.4635,59.9,45.4,14683.6,1
"51.7035,-0.1415",51.7035,-0.1415,3.5,19.0,12548.999999999998,1
"51.406,0.2685",51.406000000000006,0.2685,20.6,6.8,1961.4,1
"51.7005,-0.2465",51.7005,-0.2465,5.1,0.0,137003.40000000002,1
"51.5035,-0.243",51.5035,-0.243,204.7,133.6,1841.0,1
"51.383,-0.0025",51.383,-0.0025,66.6,68.4,5462.799999999998,1
"51.257,-0.0715",51.257,-0.0715,14.5,23.4,35037.6,1
"51.7165,-0.2375",51.7165,-0.2375,10.1,0.0,71997.6,1
"51.521,0.0185",51.521,0.0185,128.7,21.2,937.6,1
"51.4635,-0.3715",51.4635,-0.3715,116.0,80.0,2480.5999999999995,1
"51.3455,-0.53",51.3455,-0.53,10.6,95.8,11165.0,1
"51.4105,0.0295",51.4105,0.0295,46.6,4.0,467.4,1
"51.3875,-0.4615",51.3875,-0.4615,10.6,0.0,60476.00000000001,1
"51.397,0.123",51.397,0.12300000000000001,2.2,78.6,10862.4,1
"51.476,-0.282",51.476000000000006,-0.282,72.5,297.8,15826.000000000002,1
"51.6075,-0.2405",51.6075,-0.2405,31.8,39.6,63261.59999999999,1
"51.4985,-0.248",51.4985,-0.248,75.0,982.8,16359.0,1
"51.4045,-0.516",51.4045,-0.516,1.2,115.4,18574.8,1
"51.4295,-0.1645",51.4295,-0.1645,160.4,1129.4,21103.2,1
"51.5705,-0.51",51.5705,-0.51,7.6,41.6,28791.0,1
"51.439,0.1755",51.43899999999999,0.1755,16.8,12.4,97455.2,1
"51.343,-0.088",51.343,-0.08800000000000001,21.4,7.2,1744.2,1
"51.4975,-0.4705",51.4975,-0.4705,61.0,0.0,153634.80000000002,1
"51.4585,-0.1845",51.4585,-0.1845,117.2,528.0,21881.8,1
"51.43,-0.1125",51.43,-0.1125,101.7,195.2,17811.2,1
"51.4405,0.002",51.4405,0.002,89.2,206.8,25088.6,1
"51.588,-0.199",51.588,-0.19899999999999998,73.5,40.2,99842.8,1
"51.4505,-0.367",51.4505,-0.36700000000000005,42.6,156.8,8993.2,1
"51.2635,-0.4005",51.2635,-0.4005,4.0,41.2,10791.0,1
"51.5945,0.2065",51.5945,0.2065,18.1,146.6,19256.4,1
"51.344,-0.298",51.343999999999994,-0.298,16.2,41.8,2282.600000000001,1
"51.7125,-0.221",51.7125,-0.221,10.1,0.0,71997.6,1
"51.4955,0.1695",51.4955,0.1695,15.0,24.8,9866.8,1
"51.398,0.1885",51.398,0.1885,11.9,0.8,12842.8,1
"51.3985,-0.431",51.3985,-0.431,70.5,30.8,960.2,1
"51.551,-0.0005",51.551,-0.0005,19.5,390.4,7688.800000000001,1
"51.533,0.2065",51.533,0.2065,26.0,31.6,20922.2,1
"51.464,0.247",51.464,0.247,11.8,0.0,128692.0,1
"51.676,0.2345",51.676,0.2345,4.4,6.8,8725.400000000001,1
"51.393,0.2805",51.393,0.2805,20.6,0.0,57099.60000000001,1
"51.6575,-0.3135",51.6575,-0.3135,6.9,29.8,14094.200000000004,1
"51.3575,-0.5335",51.3575,-0.5335,10.6,62.8,24744.0,1
"51.386,-0.2475",51.386,-0.2475,59.6,364.8,20656.6,1
"51.4695,-0.363",51.4695,-0.363,94.7,280.8,26685.8,1
"51.716,0.128",51.716,0.128,64.2,0.0,108809.8,1
"51.533,-0.0255",51.533,-0.0255,45.6,334.2,10776.2,1
"51.6735,-0.4855",51.6735,-0.4855,3.6,0.0,176717.0,1
"51.4635,-0.1585",51.4635,-0.1585,207.8,544.0,17058.6,1
"51.659,0.136",51.659,0.136,64.2,25.2,9302.4,1
"51.2925,0.1795",51.2925,0.1795,2.0,34.2,15887.4,1
"51.458,0.002",51.458,0.002,109.6,507.8,17578.6,1
"51.605,0.0065",51.605,0.0065,29.7,1.0,120770.4,1
"51.435,-0.1305",51.435,-0.1305,114.9,934.0,28536.2,1
"51.4145,0.233",51.4145,0.233,34.4,49.4,12761.2,1
"51.3025,-0.0055",51.3025,-0.0055,34.8,0.0,130464.6,1
"51.6,0.172",51.6,0.172,58.5,10.0,1311.75,1
"51.439,-0.0535",51.43899999999999,-0.0535,97.4,647.4,30588.6,1
"51.468,0.2435",51.468,0.2435,11.8,0.0,128692.0,1
"51.287,-0.1295",51.287,-0.1295,6.5,0.0,31967.8,1
"51.336,-0.393",51.336000000000006,-0.39299999999999996,4.0,24.8,639.5999999999998,1
"51.276,-0.4945",51.276,-0.4945,10.6,0.6,90095.6,1
"51.6945,0.159",51.6945,0.159,2.7,0.0,132333.80000000002,1
"51.4995,-0.104",51.4995,-0.10400000000000001,138.9,3509.2,19585.8,1
"51.542,0.0955",51.542,0.0955,50.4,43.8,23144.8,1
"51.3955,0.2035",51.3955,0.2035,11.9,18.6,20441.6,1
"51.2965,-0.3905",51.2965,-0.3905,4.0,106.2,305.8,1
"51.4075,-0.511",51.4075,-0.511,1.2,128.4,14403.0,1
"51.3715,0.1455",51.3715,0.1455,2.0,37.8,3653.6,1
"51.263,-0.2695",51.263000000000005,-0.2695,11.2,169.8,7900.4,1
"51.5585,-0.1575",51.5585,-0.1575,140.2,587.6,15860.8,1
"51.371,-0.461",51.371,-0.461,10.6,15.2,782.6,1
"51.574,0.094",51.574,0.094,98.4,58.0,55901.6,1
"51.474,-0.0695",51.474,-0.0695,118.7,1628.4,24110.6,1
"51.2685,0.159",51.2685,0.159,2.0,45.6,19337.6,1
"51.483,-0.396",51.483000000000004,-0.396,16.6,408.2,53150.19999999999,1
"51.445,0.2665",51.445,0.2665,11.8,40.6,14454.2,1
"51.276,-0.2315",51.276,-0.2315,11.2,82.2,37027.4,1
"51.3495,-0.3925",51.3495,-0.3925,16.3,168.4,12103.399999999998,1
"51.376,0.014",51.376000000000005,0.013999999999999999,7.4,56.4,13891.6,1
"51.3865,-0.188",51.3865,-0.188,87.3,100.2,13992.4,1
"51.6315,-0.376",51.6315,-0.376,17.6,65.0,12278.8,1
"51.605,-0.1875",51.605,-0.1875,68.1,12.6,1784.0,1
"51.544,-0.1585",51.544,-0.1585,111.3,587.6,15860.8,1
"51.4685,-0.0695",51.4685,-0.0695,111.4,1816.666666666667,4781.333333333333,1
"51.613,0.066",51.613,0.066,27.5,22.2,10086.6,1
"51.53,-0.23",51.53,-0.23,193.0,409.8,15917.0,1
"51.675,0.1905",51.675,0.1905,2.7,6.8,8725.400000000001,1
"51.6375,-0.0865",51.6375,-0.0865,21.2,162.4,16833.800000000007,1
"51.5155,0.0055",51.5155,0.0055,25.2,422.0,117617.6,1
"51.6945,0.2295",51.6945,0.2295,4.4,34.8,15552.0,1
"51.3495,0.0865",51.3495,0.0865,1.7,128.8,24381.2,1
"51.6745,-0.525",51.6745,-0.525,3.6,35.4,18113.2,1
"51.3795,-0.377",51.3795,-0.377,16.3,115.0,12074.0,1
"51.5685,-0.4945",51.5685,-0.4945,65.8,45.6,40451.0,1
"51.5785,-0.0915",51.5785,-0.0915,99.7,1318.0,36134.4,1
"51.316,-0.397",51.316,-0.397,4.0,154.0,17548.8,1
"51.339,-0.4355",51.339,-0.4355,70.5,2.6,86170.79999999999,1
"51.4525,-0.4885",51.4525,-0.4885,1.2,107.2,16730.0,1
"51.57,-0.3015",51.57,-0.3015,61.5,9.6,507.2,1
"51.669,0.243",51.669,0.243,4.4,8.0,6875.600000000001,1
"51.439,-0.3615",51.43899999999999,-0.3615,80.0,135.4,13921.6,1
"51.6705,-0.179",51.6705,-0.179,11.3,29.6,6902.8,1
"51.412,-0.116",51.412,-0.11599999999999999,49.9,118.4,10680.2,1
"51.673,-0.1295",51.673,-0.1295,3.5,58.8,17188.399999999998,1
"51.567,-0.125",51.567,-0.125,188.3,313.2,1866.8,1
"51.3475,0.209",51.3475,0.209,2.0,20.8,1177.6,1
"51.4225,0.0345",51.4225,0.0345,47.5,17.0,2194.2000000000007,1
"51.3185,-0.4785",51.3185,-0.4785,10.6,0.0,174688.2,1
"51.5175,-0.523",51.5175,-0.523,23.4,12.2,439.00000000000006,1
"51.393,-0.377",51.393,-0.377,16.3,15.0,469.8,1
"51.3465,-0.2985",51.3465,-0.2985,16.2,41.8,2282.600000000001,1
"51.489,-0.3695",51.489,-0.3695,133.4,142.8,19388.0,1
"51.289,-0.2985",51.288999999999994,-0.2985,4.0,51.6,24556.4,1
"51.371,-0.4395",51.371,-0.4395,70.5,361.4,16180.8,1
"51.295,-0.004",51.295,-0.004,34.8,0.0,130464.6,1
"51.4765,-0.398",51.4765,-0.39799999999999996,84.2,408.2,53150.19999999999,1
"51.664,-0.391",51.663999999999994,-0.391,17.6,12.6,1193.4,1
"51.5555,0.1125",51.5555,0.1125,93.3,108.8,11597.8,1
"51.5745,-0.1355",51.5745,-0.1355,179.2,109.8,7920.2,1
"51.4155,-0.398",51.4155,-0.39799999999999996,10.3,40.6,70418.0,1
"51.5465,-0.042",51.5465,-0.042,254.6,447.2,21029.8,1
"51.5715,-0.538",51.5715,-0.5379999999999999,3.6,45.0,11475.0,1
"51.7155,-0.231",51.7155,-0.231,10.1,0.0,71997.6,1
"51.523,-0.3805",51.523,-0.3805,27.1,789.2,24208.800000000007,1
"51.2785,0.013",51.2785,0.013000000000000001,34.8,21.0,16911.0,1
"51.333,-0.003",51.333,-0.003,30.9,19.4,24415.2,1
"51.323,0.1635",51.323,0.1635,2.0,116.8,12258.2,1
"51.4875,-0.116",51.4875,-0.11599999999999999,147.6,449.4,18520.0,1
"51.45,-0.1205",51.45,-0.1205,167.3,708.4,15285.6,1
"51.5375,-0.5",51.5375,-0.5,30.6,0.0,189142.2,1
"51.591,-0.4235",51.591,-0.4235,21.7,81.0,16654.399999999998,1
"51.2805,-0.173",51.2805,-0.17300000000000001,10.9,38.8,9174.8,1
"51.297,-0.215",51.297,-0.215,11.2,82.2,37027.4,1
"51.471,-0.385",51.471000000000004,-0.385,65.5,83.4,16593.0,1
"51.2935,0.2205",51.2935,0.2205,2.0,0.0,48621.4,1
"51.658,-0.0395",51.658,-0.0395,96.5,62.6,3771.6,1
"51.3015,-0.249",51.3015,-0.249,11.2,32.0,14530.4,1
"51.5425,-0.0235",51.5425,-0.0235,45.6,0.2,101789.6,1
"51.5455,-0.016",51.5455,-0.016,45.6,0.6,92606.4,1
"51.454,-0.38",51.45399999999999,-0.38,66.5,19.0,369.00000000000006,1
"51.661,0.1315",51.661,0.1315,64.2,25.2,9302.4,1
"51.474,-0.3235",51.474,-0.3235,53.6,80.4,2314.600000000001,1
"51.5775,-0.316",51.5775,-0.316,28.1,134.6,41205.6,1
"51.385,0.1055",51.385,0.1055,48.4,44.4,9255.4,1
"51.2945,-0.424",51.2945,-0.424,4.0,41.2,10791.0,1
"51.2735,0.1145",51.2735,0.1145,1.6,38.0,15100.6,1
"51.4425,0.215",51.4425,0.215,20.6,31.4,9541.6,1
"51.602,-0.355",51.602,-0.355,50.1,21.4,1843.6,1
"51.719,0.1195",51.718999999999994,0.1195,64.2,9.2,3257.2,1
"51.4335,0.107",51.4335,0.107,35.5,77.2,14135.0,1
"51.4235,0.0765",51.4235,0.0765,9.9,34.4,36920.599999999984,1
"51.492,-0.5315",51.492,-0.5315,1.2,135.0,22829.0,1
"51.475,-0.532",51.475,-0.532,1.2,21.6,409.00000000000006,1
"51.717,-0.4405",51.717,-0.4405,25.4,40.8,14332.6,1
"51.5275,-0.0255",51.5275,-0.0255,165.4,2903.0,37132.2,1
"51.313,-0.2245",51.313,-0.2245,11.2,46.0,16543.6,1
"51.57,-0.378",51.57,-0.37799999999999995,73.7,15.2,641.2,1
"51.609,0.0465",51.608999999999995,0.0465,70.8,0.0,96246.4,1
"51.38,-0.356",51.38,-0.35600000000000004,3.8,225.3333333333333,25264.33333333333,1
"51.5105,-0.253",51.5105,-0.253,42.5,19.6,261.2,1
"51.539,0.1035",51.538999999999994,0.1035,83.3,43.8,23144.8,1
"51.279,0.261",51.278999999999996,0.261,2.0,6.2,16295.399999999998,1
"51.416,0.149",51.416000000000004,0.149,5.4,0.0,21544.4,1
"51.4,-0.3755",51.4,-0.3755,16.3,15.0,469.8,1
"51.6295,-0.129",51.6295,-0.129,36.7,224.0,15740.0,1
"51.604,-0.243",51.604,-0.243,93.5,0.0,26512.8,1
"51.532,-0.506",51.532,-0.506,30.6,0.0,189142.2,1
"51.334,-0.2475",51.333999999999996,-0.2475,11.2,94.4,21600.6,1
"51.4875,-0.1285",51.4875,-0.1285,161.2,4606.6,45158.99999999999,1
"51.494,0.291",51.494,0.29100000000000004,1.6,0.0,20644.800000000007,1
"51.6905,0.0725",51.6905,0.0725,20.1,0.0,122721.6,1
"51.674,0.263",51.674,0.263,4.4,8.0,6875.600000000001,1
"51.4365,0.082",51.4365,0.08199999999999999,60.0,42.4,8481.000000000002,1
"51.5975,0.0045",51.5975,0.0045,21.4,1.0,120770.4,1
"51.6095,0.124",51.6095,0.124,4.0,67.8,29192.8,1
"51.7055,-0.278",51.7055,-0.278,7.6,32.8,12560.6,1
"51.6465,-0.3625",51.6465,-0.3625,5.3,32.0,1042.2,1
"51.623,0.1575",51.623000000000005,0.1575,5.5,100.0,20106.6,1
"51.611,-0.354",51.611000000000004,-0.354,61.5,3.6,580.8,1
"51.531,0.2395",51.531000000000006,0.2395,17.6,15.6,634.8000000000002,1
"51.4125,-0.376",51.4125,-0.376,16.3,151.2,17825.0,1
"51.4825,-0.2645",51.4825,-0.2645,29.7,266.6,26156.4,1
"51.39,-0.481",51.39,-0.48100000000000004,10.6,0.0,60476.00000000001,1
"51.696,-0.163",51.696000000000005,-0.163,3.5,0.0,133487.4,1
"51.614,-0.4805",51.614,-0.4805,3.6,71.8,18906.0,1
"51.386,-0.487",51.386,-0.48700000000000004,10.6,95.0,23487.0,1
"51.29,0.2845",51.29,0.2845,2.0,35.8,18698.4,1
"51.5025,0.1875",51.5025,0.1875,38.0,15.6,1513.1999999999996,1
"51.5995,0.016",51.5995,0.016,86.0,230.4,30995.8,1
"51.697,-0.159",51.696999999999996,-0.159,3.5,0.0,133487.4,1
"51.334,0.006",51.333999999999996,0.006,55.5,41.0,15734.0,1
"51.701,0.1045",51.701,0.1045,64.2,1.2,436.60000000000014,1
"51.582,-0.0275",51.582,-0.0275,127.9,212.0,15522.6,1
"51.594,-0.4525",51.593999999999994,-0.4525,4.0,111.8,25136.2,1
"51.591,-0.4195",51.591,-0.4195,21.7,9.0,376.8,1
"51.332,-0.1725",51.332,-0.1725,18.8,90.8,4154.799999999998,1
"51.616,-0.2145",51.61600000000001,-0.2145,10.2,42.4,8540.2,1
"51.4845,-0.1635",51.4845,-0.1635,112.2,1160.4,11914.4,1
"51.358,0.099",51.358000000000004,0.099,50.6,90.8,16739.0,1
"51.49,-0.214",51.49,-0.214,188.5,175.2,91171.6,1
"51.3,-0.3585",51.3,-0.3585,4.0,0.0,151384.6,1
"51.4795,-0.125",51.4795,-0.125,170.3,1918.8,16551.4,1
"51.4475,-0.107",51.4475,-0.107,129.1,774.6,15872.0,1
"51.718,0.1395",51.718,0.1395,64.2,0.0,108809.8,1
"51.5335,0.2205",51.5335,0.2205,5.6,31.6,20922.2,1
"51.3175,0.186",51.3175,0.18600000000000003,2.0,16.4,5928.4,1
"51.612,-0.0765",51.611999999999995,-0.0765,56.5,29.2,79212.2,1
"51.657,-0.4815",51.657,-0.4815,3.6,53.4,17907.6,1
"51.5595,-0.515",51.5595,-0.515,30.6,0.0,103546.4,1
"51.3935,0.1555",51.3935,0.1555,2.2,37.8,3653.6,1
"51.415,-0.1175",51.415,-0.1175,49.9,118.4,10680.2,1
"51.4095,0.012",51.4095,0.012,52.3,42.4,10785.0,1
"51.426,0.0035",51.426,0.0035,65.0,231.6,15218.8,1
"51.33,0.1055",51.33,0.1055,2.0,28.0,25736.6,1
"51.318,-0.4365",51.318000000000005,-0.4365,16.3,2.6,86170.79999999999,1
"51.611,-0.385",51.611000000000004,-0.385,46.2,98.6,22421.2,1
"51.3755,0.069",51.3755,0.069,20.7,65.0,17750.399999999998,1
"51.388,-0.16",51.388000000000005,-0.16,36.0,336.2,21662.0,1
"51.483,0.264",51.483000000000004,0.264,1.5,99.6,3170.4,1
"51.336,-0.1895",51.336000000000006,-0.1895,34.3,2.4,126.8,1
"51.2955,0.2535",51.2955,0.2535,2.0,6.2,16295.399999999998,1
"51.561,-0.0895",51.56100000000001,-0.0895,179.1,899.0,15019.6,1
"51.488,0.2805",51.488,0.2805,1.6,0.0,20644.800000000007,1
"51.6455,0.1195",51.6455,0.1195,64.2,28.0,15960.4,1
"51.6645,0.036",51.6645,0.036000000000000004,32.0,21.0,19809.4,1
"51.707,0.083",51.707,0.083,66.2,9.2,3257.2,1
"51.6925,0.274",51.6925,0.27399999999999997,4.4,3.0,325.0,1
"51.6625,-0.389",51.6625,-0.389,17.6,12.6,1193.4,1
"51.2755,-0.508",51.2755,-0.508,10.6,0.2,4728.5999999999985,1
"51.412,-0.2505",51.412,-0.2505,11.2,40.2,72912.2,1
"51.597,-0.2095",51.597,-0.2095,57.5,200.0,17481.4,1
"51.3335,-0.147",51.3335,-0.147,18.7,30.8,10594.6,1
"51.4975,0.0245",51.4975,0.0245,22.6,0.0,731.2,1
"51.3565,-0.082",51.3565,-0.08199999999999999,18.0,82.0,19555.000000000004,1
"51.566,0.18",51.566,0.18,33.3,14.2,276.6,1
"51.484,-0.311",51.483999999999995,-0.311,59.7,165.4,8752.400000000001,1
"51.266,-0.0885",51.266000000000005,-0.0885,14.5,0.0,141002.4,1
"51.4595,-0.422",51.4595,-0.42200000000000004,83.8,154.8,17385.0,1
"51.334,-0.508",51.333999999999996,-0.508,10.6,20.8,1603.8,1
"51.294,-0.4695",51.294,-0.4695,10.6,0.6,90095.6,1
"51.4475,0.276",51.4475,0.276,11.8,32.6,407.4,1
"51.2745,-0.535",51.2745,-0.535,10.6,45.6,11395.6,1
"51.2895,-0.306",51.2895,-0.306,4.0,51.6,24556.4,1
"51.665,0.1455",51.665,0.1455,5.5,11.0,1630.8000000000004,1
"51.556,-0.1885",51.556000000000004,-0.1885,84.5,8.4,920.0,1
"51.314,0.2805",51.31399999999999,0.2805,2.0,0.0,4465.0,1
"51.2805,-0.4775",51.2805,-0.4775,10.6,0.6,90095.6,1
"51.6575,-0.1005",51.6575,-0.1005,45.8,84.8,15573.999999999998,1
"51.5405,0.252",51.5405,0.252,1.6,80.0,12194.2,1
"51.349,-0.3995",51.349,-0.3995,16.3,140.2,14188.4,1
"51.515,-0.2015",51.515,-0.2015,225.0,186.4,4211.199999999999,1
"51.545,0.0425",51.545,0.0425,239.4,232.8,16866.4,1
"51.3825,0.1375",51.3825,0.1375,2.2,37.8,3653.6,1
"51.526,-0.2965",51.526,-0.2965,34.0,91.8,28332.0,1
"51.4175,-0.0195",51.4175,-0.0195,61.0,130.2,24578.000000000004,1
"51.4305,-0.1185",51.4305,-0.1185,98.2,195.2,17811.2,1
"51.689,-0.5245",51.68899999999999,-0.5245,3.6,35.4,18113.2,1
"51.265,-0.189",51.265,-0.18899999999999997,10.9,47.4,20363.2,1
"51.345,0.0075",51.345,0.0075,55.5,8.2,1046.8,1
"51.3025,-0.153",51.3025,-0.153,10.9,83.0,33465.4,1
"51.6035,-0.53",51.6035,-0.53,3.6,0.0,148872.0,1
"51.3935,-0.057",51.3935,-0.057,55.3,139.6,26733.4,1
"51.454,-0.2545",51.45399999999999,-0.2545,35.1,168.6,11790.799999999996,1
"51.321,0.134",51.321000000000005,0.134,2.0,46.0,1889.4,1
"51.279,-0.2205",51.278999999999996,-0.2205,11.2,82.2,37027.4,1
"51.394,0.24",51.394,0.24,34.4,24.0,1275.1999999999996,1
"51.716,-0.5275",51.716,-0.5275,3.6,0.2,42766.8,1
"51.7095,-0.0175",51.7095,-0.0175,48.3,4.0,451.00000000000006,1
"51.636,-0.206",51.636,-0.20600000000000002,2.9,23.4,19178.8,1
"51.719,0.054",51.718999999999994,0.054000000000000006,100.8,34.2,6669.4,1
"51.2895,-0.075",51.2895,-0.075,25.3,26.2,9047.4,1
"51.565,-0.0495",51.565,-0.0495,119.2,1128.6,25302.800000000007,1
"51.658,-0.5235",51.658,-0.5235,3.6,29.0,2222.0,1
"51.683,0.057",51.683,0.057,20.1,17.0,21763.4,1
"51.713,0.122",51.713,0.122,64.2,9.2,3257.2,1
"51.33,-0.5305",51.33,-0.5305,10.6,7.2,1074.6,1
"51.3145,-0.4285",51.3145,-0.4285,4.0,2.6,86170.79999999999,1
"51.404,-0.3595",51.403999999999996,-0.3595,3.8,345.8,12555.2,1
"51.6875,-0.219",51.6875,-0.21899999999999997,10.1,0.0,49495.99999999999,1
"51.5165,0.0035",51.5165,0.0035,72.5,422.0,117617.6,1
"51.482,-0.522",51.482,-0.522,1.2,25.0,1463.0,1
"51.6645,0.145",51.6645,0.145,5.5,11.0,1630.8000000000004,1
"51.555,-0.263",51.555,-0.263,21.6,23.6,16458.199999999993,1
"51.708,0.0685",51.708,0.0685,43.3,0.0,122721.6,1
"51.4925,0.0855",51.4925,0.0855,29.0,17.2,24094.0,1
"51.483,0.1185",51.483000000000004,0.1185,17.6,43.0,5639.799999999998,1
"51.6725,0.2735",51.6725,0.2735,4.4,26.4,1470.6,1
"51.3065,-0.234",51.3065,-0.23399999999999999,11.2,46.0,16543.6,1
